idx;t_us;evt;core;prio;task_id;aux
657;836004;2;0;0;0;0
658;836012;1;0;1;0;0
659;836032;2;0;1;0;0
660;836040;1;0;0;0;0
661;836994;3;0;0;0;0
662;837996;3;0;0;0;0
663;838004;2;0;0;0;0
664;838012;1;0;1;1;0
665;838994;3;0;1;1;0
666;839994;3;0;1;1;0
667;840994;3;0;1;1;0
668;841994;3;0;1;1;0
669;842994;3;0;1;1;0
670;843994;3;0;1;1;0
671;844994;3;0;1;1;0
672;845994;3;0;1;1;0
673;846994;3;0;1;1;0
674;847994;3;0;1;1;0
675;848994;3;0;1;1;0
676;849994;3;0;1;1;0
677;850994;3;0;1;1;0
678;851994;3;0;1;1;0
679;852994;3;0;1;1;0
680;853994;3;0;1;1;0
681;854994;3;0;1;1;0
682;855996;3;0;1;1;0
683;856994;3;0;1;1;0
684;857994;3;0;1;1;0
685;858994;3;0;1;1;0
686;859994;3;0;1;1;0
687;860994;3;0;1;1;0
688;861994;3;0;1;1;0
689;862994;3;0;1;1;0
690;863994;3;0;1;1;0
691;864994;3;0;1;1;0
692;865994;3;0;1;1;0
693;866994;3;0;1;1;0
694;867994;3;0;1;1;0
695;868632;2;0;1;1;0
696;868639;1;0;1;0;0
697;868658;2;0;1;0;0
698;868667;1;0;0;0;0
699;868994;3;0;0;0;0
700;869994;3;0;0;0;0
701;870994;3;0;0;0;0
702;871994;3;0;0;0;0
703;872994;3;0;0;0;0
704;873994;3;0;0;0;0
705;874994;3;0;0;0;0
706;875994;3;0;0;0;0
707;876994;3;0;0;0;0
708;877994;3;0;0;0;0
709;878994;3;0;0;0;0
710;879994;3;0;0;0;0
711;880994;3;0;0;0;0
712;881994;3;0;0;0;0
713;882994;3;0;0;0;0
714;883994;3;0;0;0;0
715;884994;3;0;0;0;0
716;885994;3;0;0;0;0
717;886994;3;0;0;0;0
718;887996;3;0;0;0;0
719;888004;2;0;0;0;0
720;888012;1;0;1;0;0
721;888032;2;0;1;0;0
722;888040;1;0;0;0;0
723;888994;3;0;0;0;0
724;889994;3;0;0;0;0
725;890994;3;0;0;0;0
726;891994;3;0;0;0;0
727;892994;3;0;0;0;0
728;893994;3;0;0;0;0
729;894994;3;0;0;0;0
730;895994;3;0;0;0;0
731;896994;3;0;0;0;0
732;897994;3;0;0;0;0
733;898994;3;0;0;0;0
734;899994;3;0;0;0;0
735;900994;3;0;0;0;0
736;901994;3;0;0;0;0
737;902994;3;0;0;0;0
738;903994;3;0;0;0;0
739;904994;3;0;0;0;0
740;905994;3;0;0;0;0
741;906994;3;0;0;0;0
742;907996;3;0;0;0;0
743;908004;2;0;0;0;0
744;908012;1;0;1;0;0
745;908032;2;0;1;0;0
746;908040;1;0;0;0;0
747;908994;3;0;0;0;0
748;909994;3;0;0;0;0
749;910994;3;0;0;0;0
750;911994;3;0;0;0;0
751;912994;3;0;0;0;0
752;913994;3;0;0;0;0
753;914994;3;0;0;0;0
754;915994;3;0;0;0;0
755;916994;3;0;0;0;0
756;917994;3;0;0;0;0
757;918994;3;0;0;0;0
758;919994;3;0;0;0;0
759;920994;3;0;0;0;0
760;921994;3;0;0;0;0
761;922994;3;0;0;0;0
762;923994;3;0;0;0;0
763;924994;3;0;0;0;0
764;925994;3;0;0;0;0
765;926994;3;0;0;0;0
766;927996;3;0;0;0;0
767;928004;2;0;0;0;0
768;928012;1;0;1;0;0
769;928032;2;0;1;0;0
770;928040;1;0;0;0;0
771;928994;3;0;0;0;0
772;929994;3;0;0;0;0
773;930994;3;0;0;0;0
774;931994;3;0;0;0;0
775;932994;3;0;0;0;0
776;933994;3;0;0;0;0
777;934994;3;0;0;0;0
778;935994;3;0;0;0;0
779;936994;3;0;0;0;0
780;937996;3;0;0;0;0
781;938004;2;0;0;0;0
782;938012;1;0;1;1;0
783;938994;3;0;1;1;0
784;939994;3;0;1;1;0
785;940994;3;0;1;1;0
786;941994;3;0;1;1;0
787;942994;3;0;1;1;0
788;943994;3;0;1;1;0
789;944994;3;0;1;1;0
790;945994;3;0;1;1;0
791;946994;3;0;1;1;0
792;947996;3;0;1;1;0
793;948994;3;0;1;1;0
794;949994;3;0;1;1;0
795;950994;3;0;1;1;0
796;951994;3;0;1;1;0
797;952994;3;0;1;1;0
798;953994;3;0;1;1;0
799;954994;3;0;1;1;0
800;955994;3;0;1;1;0
801;956994;3;0;1;1;0
802;957994;3;0;1;1;0
803;958994;3;0;1;1;0
804;959994;3;0;1;1;0
805;960994;3;0;1;1;0
806;961994;3;0;1;1;0
807;962994;3;0;1;1;0
808;963994;3;0;1;1;0
809;964994;3;0;1;1;0
810;965994;3;0;1;1;0
811;966994;3;0;1;1;0
812;967994;3;0;1;1;0
813;968632;2;0;1;1;0
814;968639;1;0;1;0;0
815;968658;2;0;1;0;0
816;968667;1;0;0;0;0
817;968994;3;0;0;0;0
818;969994;3;0;0;0;0
819;970994;3;0;0;0;0
820;971994;3;0;0;0;0
821;972994;3;0;0;0;0
822;973994;3;0;0;0;0
823;974994;3;0;0;0;0
824;975994;3;0;0;0;0
825;976994;3;0;0;0;0
826;977994;3;0;0;0;0
827;978994;3;0;0;0;0
828;979994;3;0;0;0;0
829;980994;3;0;0;0;0
830;981994;3;0;0;0;0
831;982994;3;0;0;0;0
832;983994;3;0;0;0;0
833;984994;3;0;0;0;0
834;985994;3;0;0;0;0
835;986994;3;0;0;0;0
836;987996;3;0;0;0;0
837;988004;2;0;0;0;0
838;988012;1;0;1;0;0
839;988032;2;0;1;0;0
840;988040;1;0;0;0;0
841;988994;3;0;0;0;0
842;989994;3;0;0;0;0
843;990994;3;0;0;0;0
844;991994;3;0;0;0;0
845;992994;3;0;0;0;0
846;993994;3;0;0;0;0
847;994994;3;0;0;0;0
848;995994;3;0;0;0;0
849;996994;3;0;0;0;0
850;997994;3;0;0;0;0
851;998994;3;0;0;0;0
852;999994;3;0;0;0;0
853;1000994;3;0;0;0;0
854;1001994;3;0;0;0;0
855;1002994;3;0;0;0;0
856;1003994;3;0;0;0;0
857;1004994;3;0;0;0;0
858;1005994;3;0;0;0;0
859;1006994;3;0;0;0;0
860;1007996;3;0;0;0;0
861;1008004;2;0;0;0;0
862;1008012;1;0;1;0;0
863;1008032;2;0;1;0;0
864;1008040;1;0;0;0;0
865;1008994;3;0;0;0;0
866;1009994;3;0;0;0;0
867;1010994;3;0;0;0;0
868;1011994;3;0;0;0;0
869;1012994;3;0;0;0;0
870;1013994;3;0;0;0;0
871;1014994;3;0;0;0;0
872;1015994;3;0;0;0;0
873;1016994;3;0;0;0;0
874;1017994;3;0;0;0;0
875;1018994;3;0;0;0;0
876;1019994;3;0;0;0;0
877;1020994;3;0;0;0;0
878;1021994;3;0;0;0;0
879;1022994;3;0;0;0;0
880;1023994;3;0;0;0;0
881;1024994;3;0;0;0;0
882;1025994;3;0;0;0;0
883;1026994;3;0;0;0;0
884;1027996;3;0;0;0;0
885;1028004;2;0;0;0;0
